frame_number,track_id,car_bbox,car_bbox_score,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
81,24.0,[0.0 183.1790313720703 76.69857025146484 315.7714538574219],0.8302558064460754,[27.914653778076172 0.07335004955530167 54.275733947753906 28.79819679260254],0.31972068548202515,11,0.3106981854701463
